#bin	chrom	chromStart	chromEnd	ix	type	frag	fragStart	fragEnd	strand
1879	chr1	169641336	169645497	5933	W	contig_32837	0	4161	+
1879	chr1	169645597	169649726	5935	W	contig_32838	0	4129	+
29	chr1	169649904	169883256	5937	W	contig_32839	0	233352	+
1881	chr1	169883531	169901565	5939	W	contig_32840	0	18034	+
1881	chr1	169901665	169976506	5941	W	contig_32841	0	74841	+
1881	chr1	169976606	169980577	5943	W	contig_32842	0	3971	+
235	chr1	169981395	170126697	5945	W	contig_32843	0	145302	+
235	chr1	170126797	170301689	5947	W	contig_32844	0	174892	+
235	chr1	170302160	170424346	5949	W	contig_32845	0	122186	+
235	chr1	170424472	170717142	5951	W	contig_32846	0	292670	+
235	chr1	170717242	170801410	5953	W	contig_32847	0	84168	+
1888	chr1	170801515	170823333	5955	W	contig_32848	0	21818	+
1888	chr1	170823801	170829626	5957	W	contig_32849	0	5825	+
1888	chr1	170830836	170842562	5959	W	contig_32850	0	11726	+
1888	chr1	170842678	170847274	5961	W	contig_32851	0	4596	+
29	chr1	170847391	170998094	5963	W	contig_32852	0	150703	+
236	chr1	170998338	171130630	5965	W	contig_32853	0	132292	+
1890	chr1	171130730	171132874	5967	W	contig_32854	0	2144	+
236	chr1	171133677	171304376	5969	W	contig_32855	0	170699	+
236	chr1	171304744	171327319	5971	W	contig_32856	0	22575	+
1892	chr1	171327419	171374019	5973	W	contig_32857	0	46600	+
1892	chr1	171374576	171394415	5975	W	contig_32858	0	19839	+
1892	chr1	171394669	171396130	5977	W	contig_32859	0	1461	+
1892	chr1	171396420	171397272	5979	W	contig_32860	0	852	+
1892	chr1	171415786	171417148	5981	W	contig_32861	0	1362	+
1892	chr1	171417899	171418951	5983	W	contig_32862	0	1052	+
1892	chr1	171423576	171432159	5985	W	contig_32863	0	8583	+
1892	chr1	171432259	171433919	5987	W	contig_32864	0	1660	+
236	chr1	171434262	171446222	5989	W	contig_32865	0	11960	+
1893	chr1	171446322	171472289	5991	W	contig_32866	0	25967	+
1893	chr1	171472389	171489960	5993	W	contig_32867	0	17571	+
1893	chr1	171490161	171495316	5995	W	contig_32868	0	5155	+
1893	chr1	171495697	171551432	5997	W	contig_32869	0	55735	+
236	chr1	171552007	171580331	5999	W	contig_32870	0	28324	+
1894	chr1	171580431	171673243	6001	W	contig_32871	0	92812	+
1894	chr1	171674111	171700111	6003	W	contig_32872	0	26000	+
236	chr1	171700226	171861002	6005	W	contig_32873	0	160776	+
1896	chr1	171861764	171862939	6007	W	contig_32874	0	1175	+
1896	chr1	171864396	171867549	6009	W	contig_32875	0	3153	+
1896	chr1	171867649	171871497	6011	W	contig_32876	0	3848	+
1896	chr1	171871597	171882106	6013	W	contig_32877	0	10509	+
1896	chr1	171882227	171885034	6015	W	contig_32878	0	2807	+
1896	chr1	171885304	171929570	6017	W	contig_32879	0	44266	+
29	chr1	171929670	172075847	6019	W	contig_32880	0	146177	+
237	chr1	172076568	172190890	6021	W	contig_32881	0	114322	+
237	chr1	172191823	172285773	6023	W	contig_32882	0	93950	+
237	chr1	172286696	172367795	6025	W	contig_32883	0	81099	+
1900	chr1	172368010	172371284	6027	W	contig_32884	0	3274	+
1900	chr1	172372184	172375319	6029	W	contig_32885	0	3135	+
1900	chr1	172375419	172419911	6031	W	contig_32886	0	44492	+
1900	chr1	172420067	172451400	6033	W	contig_32887	0	31333	+
237	chr1	172451597	172553270	6035	W	contig_32888	0	101673	+
237	chr1	172553438	172755534	6037	W	contig_32889	0	202096	+
237	chr1	172755714	172947280	6039	W	contig_32890	0	191566	+
1904	chr1	172947722	172967534	6041	W	contig_32891	0	19812	+
1904	chr1	172967640	172969354	6043	W	contig_32892	0	1714	+
1904	chr1	172969984	172981321	6045	W	contig_32893	0	11337	+
1904	chr1	172982007	172986259	6047	W	contig_32894	0	4252	+
1904	chr1	172987211	172989912	6049	W	contig_32895	0	2701	+
29	chr1	172990367	173036484	6051	W	contig_32896	0	46117	+
1905	chr1	173036939	173092045	6053	W	contig_32897	0	55106	+
1905	chr1	173092322	173110404	6055	W	contig_32898	0	18082	+
238	chr1	173111302	173437143	6057	W	contig_32899	0	325841	+
238	chr1	173437243	173562648	6059	W	contig_32900	0	125405	+
1909	chr1	173562794	173579633	6061	W	contig_32901	0	16839	+
238	chr1	173579733	173913436	6063	W	contig_32902	0	333703	+
1911	chr1	173916163	173918923	6065	W	contig_32903	0	2760	+
1911	chr1	173919378	173922286	6067	W	contig_32904	0	2908	+
1911	chr1	173922386	173923296	6069	W	contig_32905	0	910	+
1911	chr1	173923425	173926108	6071	W	contig_32906	0	2683	+
238	chr1	173927033	173952066	6073	W	contig_32907	0	25033	+
1912	chr1	173952166	174030226	6075	W	contig_32908	0	78060	+
29	chr1	174030531	174159828	6077	W	contig_32909	0	129297	+
239	chr1	174160316	174416053	6079	W	contig_32910	0	255737	+
239	chr1	174416166	174460340	6081	W	contig_32911	0	44174	+
239	chr1	174460912	174663936	6083	W	contig_32912	0	203024	+
239	chr1	174664036	174739621	6085	W	contig_32913	0	75585	+
1918	chr1	174741065	174785638	6087	W	contig_32914	0	44573	+
239	chr1	174785738	175029607	6089	W	contig_32915	0	243869	+
1920	chr1	175030354	175081578	6091	W	contig_32916	0	51224	+
1920	chr1	175081943	175086828	6093	W	contig_32917	0	4885	+
1920	chr1	175087637	175090879	6095	W	contig_32918	0	3242	+
29	chr1	175091444	175123907	6097	W	contig_32919	0	32463	+
1921	chr1	175124007	175142917	6099	W	contig_32920	0	18910	+
1921	chr1	175143486	175205388	6101	W	contig_32921	0	61902	+
1921	chr1	175205548	175206665	6103	W	contig_32922	0	1117	+
240	chr1	175206991	175270265	6105	W	contig_32923	0	63274	+
1922	chr1	175271673	175307687	6107	W	contig_32924	0	36014	+
1922	chr1	175307838	175324230	6109	W	contig_32925	0	16392	+
1922	chr1	175324330	175328295	6111	W	contig_32926	0	3965	+
1922	chr1	175329149	175365036	6113	W	contig_32927	0	35887	+
1922	chr1	175365139	175367275	6115	W	contig_32928	0	2136	+
240	chr1	175367375	175441837	6117	W	contig_32929	0	74462	+
240	chr1	175442148	175636037	6119	W	contig_32930	0	193889	+
240	chr1	175636293	175680500	6121	W	contig_32931	0	44207	+
1925	chr1	175680741	175749604	6123	W	contig_32932	0	68863	+
240	chr1	175749747	175816621	6125	W	contig_32933	0	66874	+
1926	chr1	175816884	175880605	6127	W	contig_32934	0	63721	+
1926	chr1	175881555	175882499	6129	W	contig_32935	0	944	+
240	chr1	175882950	175998416	6131	W	contig_32936	0	115466	+
1927	chr1	175998516	176002571	6133	W	contig_32937	0	4055	+
1927	chr1	176002932	176005971	6135	W	contig_32938	0	3039	+
1927	chr1	176006071	176009058	6137	W	contig_32939	0	2987	+
240	chr1	176009232	176073417	6139	W	contig_32940	0	64185	+
3	chr1	176073913	176548891	6141	W	contig_32941	0	474978	+
241	chr1	176550956	176554977	6143	W	contig_32942	0	4021	+
1932	chr1	176555077	176565179	6145	W	contig_32943	0	10102	+
1932	chr1	176565279	176566846	6147	W	contig_32944	0	1567	+
1932	chr1	176567347	176568418	6149	W	contig_32945	0	1071	+
1932	chr1	176570299	176571976	6151	W	contig_32946	0	1677	+
1932	chr1	176573963	176584615	6153	W	contig_32947	0	10652	+
1932	chr1	176584715	176644089	6155	W	contig_32948	0	59374	+
1932	chr1	176644190	176652193	6157	W	contig_32949	0	8003	+
241	chr1	176652293	176723582	6159	W	contig_32950	0	71289	+
241	chr1	176723806	177057201	6161	W	contig_32951	0	333395	+
241	chr1	177057321	177100619	6163	W	contig_32952	0	43298	+
1936	chr1	177100746	177104420	6165	W	contig_32953	0	3674	+
1936	chr1	177104660	177167500	6167	W	contig_32954	0	62840	+
30	chr1	177167600	177323985	6169	W	contig_32955	0	156385	+
242	chr1	177324085	177397735	6171	W	contig_32956	0	73650	+
1938	chr1	177397835	177431254	6173	W	contig_32957	0	33419	+
242	chr1	177433918	177845216	6175	W	contig_32958	0	411298	+
242	chr1	177847249	178001505	6177	W	contig_32959	0	154256	+
242	chr1	178001740	178171923	6179	W	contig_32960	0	170183	+
1944	chr1	178172100	178226978	6181	W	contig_32961	0	54878	+
30	chr1	178227092	178327483	6183	W	contig_32962	0	100391	+
1945	chr1	178328019	178345291	6185	W	contig_32963	0	17272	+
1945	chr1	178345695	178347396	6187	W	contig_32964	0	1701	+
1945	chr1	178347496	178383994	6189	W	contig_32965	0	36498	+
1945	chr1	178384255	178385745	6191	W	contig_32966	0	1490	+
243	chr1	178385845	178422983	6193	W	contig_32967	0	37138	+
1946	chr1	178423695	178431130	6195	W	contig_32968	0	7435	+
1946	chr1	178431230	178516901	6197	W	contig_32969	0	85671	+
243	chr1	178517105	178542876	6199	W	contig_32970	0	25771	+
1947	chr1	178543449	178639057	6201	W	contig_32971	0	95608	+
1947	chr1	178639381	178640694	6203	W	contig_32972	0	1313	+
243	chr1	178640809	178677372	6205	W	contig_32973	0	36563	+
243	chr1	178677507	179138007	6207	W	contig_32974	0	460500	+
243	chr1	179138107	179197844	6209	W	contig_32975	0	59737	+
30	chr1	179197944	179420056	6211	W	contig_32976	0	222112	+
1953	chr1	179420165	179433856	6213	W	contig_32977	0	13691	+
244	chr1	179435629	179454806	6215	W	contig_32978	0	19177	+
1954	chr1	179455121	179555466	6217	W	contig_32979	0	100345	+
244	chr1	179555566	179712482	6219	W	contig_32980	0	156916	+
1956	chr1	179712636	179815769	6221	W	contig_32981	0	103133	+
244	chr1	179815869	179888701	6223	W	contig_32982	0	72832	+
1957	chr1	179889241	179897779	6225	W	contig_32983	0	8538	+
1957	chr1	179897930	179900721	6227	W	contig_32984	0	2791	+
1957	chr1	179900939	179910459	6229	W	contig_32985	0	9520	+
244	chr1	179910559	179985009	6231	W	contig_32986	0	74450	+
1958	chr1	179985109	180004192	6233	W	contig_32987	0	19083	+
1958	chr1	180004292	180016590	6235	W	contig_32988	0	12298	+
1958	chr1	180016875	180042676	6237	W	contig_32989	0	25801	+
1958	chr1	180042881	180048262	6239	W	contig_32990	0	5381	+
1958	chr1	180049627	180051899	6241	W	contig_32991	0	2272	+
244	chr1	180053347	180095480	6243	W	contig_32992	0	42133	+
1959	chr1	180096907	180103274	6245	W	contig_32993	0	6367	+
1959	chr1	180103374	180109275	6247	W	contig_32994	0	5901	+
1959	chr1	180109375	180113276	6249	W	contig_32995	0	3901	+
1959	chr1	180113498	180180507	6251	W	contig_32996	0	67009	+
1959	chr1	180180607	180211758	6253	W	contig_32997	0	31151	+
244	chr1	180212082	180224799	6255	W	contig_32998	0	12717	+
30	chr1	180224899	180371216	6257	W	contig_32999	0	146317	+
1961	chr1	180371637	180420653	6259	W	contig_33000	0	49016	+
245	chr1	180420798	180570435	6261	W	contig_33001	0	149637	+
245	chr1	180570535	180644800	6263	W	contig_33002	0	74265	+
245	chr1	180644900	180796789	6265	W	contig_33003	0	151889	+
245	chr1	180797524	181223103	6267	W	contig_33004	0	425579	+
30	chr1	181223715	181482225	6269	W	contig_33005	0	258510	+
246	chr1	181482325	181546110	6271	W	contig_33006	0	63785	+
246	chr1	181546210	181754612	6273	W	contig_33007	0	208402	+
246	chr1	181754883	181941228	6275	W	contig_33008	0	186345	+
246	chr1	181941328	182061399	6277	W	contig_33009	0	120071	+
1974	chr1	182061504	182067328	6279	W	contig_33010	0	5824	+
1974	chr1	182068466	182072229	6281	W	contig_33011	0	3763	+
1974	chr1	182072589	182076142	6283	W	contig_33012	0	3553	+
1974	chr1	182076286	182080090	6285	W	contig_33013	0	3804	+
1974	chr1	182080284	182110287	6287	W	contig_33014	0	30003	+
246	chr1	182111391	182342049	6289	W	contig_33015	0	230658	+
30	chr1	182342404	182519761	6291	W	contig_33016	0	177357	+
247	chr1	182519925	182657128	6293	W	contig_33017	0	137203	+
1978	chr1	182661247	182711177	6295	W	contig_33018	0	49930	+
247	chr1	182711324	182739105	6297	W	contig_33019	0	27781	+
247	chr1	182739205	182856980	6299	W	contig_33020	0	117775	+
1980	chr1	182857141	182914900	6301	W	contig_33021	0	57759	+
247	chr1	182915324	183023411	6303	W	contig_33022	0	108087	+
247	chr1	183024101	183153431	6305	W	contig_33023	0	129330	+
247	chr1	183153531	183273108	6307	W	contig_33024	0	119577	+
247	chr1	183273309	183380885	6309	W	contig_33025	0	107576	+
1984	chr1	183381002	183444382	6311	W	contig_33026	0	63380	+
30	chr1	183444482	183541181	6313	W	contig_33027	0	96699	+
1985	chr1	183541305	183566760	6315	W	contig_33028	0	25455	+
1985	chr1	183567394	183600899	6317	W	contig_33029	0	33505	+
1985	chr1	183601266	183607776	6319	W	contig_33030	0	6510	+
248	chr1	183607876	183639506	6321	W	contig_33031	0	31630	+
1986	chr1	183639862	183655788	6323	W	contig_33032	0	15926	+
1986	chr1	183655928	183664754	6325	W	contig_33033	0	8826	+
1986	chr1	183666074	183703385	6327	W	contig_33034	0	37311	+
1986	chr1	183703729	183713964	6329	W	contig_33035	0	10235	+
1986	chr1	183714251	183750591	6331	W	contig_33036	0	36340	+
1986	chr1	183750775	183754293	6333	W	contig_33037	0	3518	+
1986	chr1	183754689	183755956	6335	W	contig_33038	0	1267	+
248	chr1	183756056	183766526	6337	W	contig_33039	0	10470	+
1987	chr1	183767070	183830306	6339	W	contig_33040	0	63236	+
1987	chr1	183831183	183858567	6341	W	contig_33041	0	27384	+
1987	chr1	183859427	183862741	6343	W	contig_33042	0	3314	+
1987	chr1	183862841	183873633	6345	W	contig_33043	0	10792	+
248	chr1	183874621	183955154	6347	W	contig_33044	0	80533	+
1988	chr1	183955509	184004265	6349	W	contig_33045	0	48756	+
248	chr1	184004445	184092423	6351	W	contig_33046	0	87978	+
1989	chr1	184096438	184110704	6353	W	contig_33047	0	14266	+
1989	chr1	184110907	184112553	6355	W	contig_33048	0	1646	+
1989	chr1	184112653	184114363	6357	W	contig_33049	0	1710	+
1989	chr1	184114463	184128736	6359	W	contig_33050	0	14273	+
248	chr1	184129321	184173144	6361	W	contig_33051	0	43823	+
1990	chr1	184173440	184239290	6363	W	contig_33052	0	65850	+
1990	chr1	184239390	184275860	6365	W	contig_33053	0	36470	+
248	chr1	184276019	184294862	6367	W	contig_33054	0	18843	+
1991	chr1	184294962	184328816	6369	W	contig_33055	0	33854	+
1991	chr1	184328916	184354764	6371	W	contig_33056	0	25848	+
1991	chr1	184355379	184356568	6373	W	contig_33057	0	1189	+
1991	chr1	184357457	184378105	6375	W	contig_33058	0	20648	+
1991	chr1	184378597	184391608	6377	W	contig_33059	0	13011	+
248	chr1	184392141	184465134	6379	W	contig_33060	0	72993	+
1992	chr1	184465432	184466227	6381	W	contig_33061	0	795	+
1992	chr1	184467712	184515614	6383	W	contig_33062	0	47902	+
1992	chr1	184515885	184517460	6385	W	contig_33063	0	1575	+
3	chr1	184519947	184582311	6387	W	contig_33064	0	62364	+
1993	chr1	184582874	184595604	6389	W	contig_33065	0	12730	+
1993	chr1	184595778	184610535	6391	W	contig_33066	0	14757	+
1993	chr1	184610788	184666571	6393	W	contig_33067	0	55783	+
249	chr1	184666769	184792906	6395	W	contig_33068	0	126137	+
1994	chr1	184793435	184796254	6397	W	contig_33069	0	2819	+
1994	chr1	184797514	184799789	6399	W	contig_33070	0	2275	+
249	chr1	184802004	184816246	6401	W	contig_33071	0	14242	+
1995	chr1	184818282	184870837	6403	W	contig_33072	0	52555	+
1995	chr1	184871049	184893036	6405	W	contig_33073	0	21987	+
1995	chr1	184893137	184923104	6407	W	contig_33074	0	29967	+
249	chr1	184923394	185016852	6409	W	contig_33075	0	93458	+
1996	chr1	185017370	185020320	6411	W	contig_33076	0	2950	+
1996	chr1	185020853	185038240	6413	W	contig_33077	0	17387	+
249	chr1	185039086	185219175	6415	W	contig_33078	0	180089	+
1998	chr1	185220559	185253062	6417	W	contig_33079	0	32503	+
1998	chr1	185253257	185305439	6419	W	contig_33080	0	52182	+
249	chr1	185305865	185496220	6421	W	contig_33081	0	190355	+
2000	chr1	185497295	185520786	6423	W	contig_33082	0	23491	+
2000	chr1	185521175	185554027	6425	W	contig_33083	0	32852	+
2000	chr1	185554156	185555569	6427	W	contig_33084	0	1413	+
2000	chr1	185555669	185556666	6429	W	contig_33085	0	997	+
2000	chr1	185558839	185571262	6431	W	contig_33086	0	12423	+
31	chr1	185571377	185668586	6433	W	contig_33087	0	97209	+
2001	chr1	185668719	185697582	6435	W	contig_33088	0	28863	+
250	chr1	185697682	185803803	6437	W	contig_33089	0	106121	+
2002	chr1	185804438	185813587	6439	W	contig_33090	0	9149	+
2002	chr1	185813843	185821841	6441	W	contig_33091	0	7998	+
2002	chr1	185822355	185830508	6443	W	contig_33092	0	8153	+
2002	chr1	185830796	185838109	6445	W	contig_33093	0	7313	+
585	chr2	0	2579	1	W	contig_27556	0	2579	+
585	chr2	2833	4203	3	W	contig_27557	0	1370	+
585	chr2	4432	11229	5	W	contig_27558	0	6797	+
585	chr2	11329	33373	7	W	contig_27559	0	22044	+
585	chr2	60299	88520	9	W	contig_27560	0	28221	+
73	chr2	94266	170064	11	W	contig_27561	0	75798	+
586	chr2	170506	174256	13	W	contig_27562	0	3750	+
586	chr2	174488	177798	15	W	contig_27563	0	3310	+
586	chr2	178244	257191	17	W	contig_27564	0	78947	+
586	chr2	257663	260586	19	W	contig_27565	0	2923	+
73	chr2	260686	308386	21	W	contig_27566	0	47700	+
587	chr2	308816	311731	23	W	contig_27567	0	2915	+
587	chr2	313371	354170	25	W	contig_27568	0	40799	+
587	chr2	354395	362186	27	W	contig_27569	0	7791	+
73	chr2	362286	437510	29	W	contig_27570	0	75224	+
588	chr2	437633	479987	31	W	contig_27571	0	42354	+
588	chr2	480105	507347	33	W	contig_27572	0	27242	+
73	chr2	507447	581544	35	W	contig_27573	0	74097	+
589	chr2	581644	585690	37	W	contig_27574	0	4046	+
589	chr2	585974	614766	39	W	contig_27575	0	28792	+
73	chr2	614866	855203	41	W	contig_27576	0	240337	+
591	chr2	855342	859162	43	W	contig_27577	0	3820	+
591	chr2	859728	897483	45	W	contig_27578	0	37755	+
73	chr2	897949	979509	47	W	contig_27579	0	81560	+
9	chr2	979756	1122973	49	W	contig_27580	0	143217	+
74	chr2	1123087	1325115	51	W	contig_27581	0	202028	+
595	chr2	1327020	1385851	53	W	contig_27582	0	58831	+
595	chr2	1386029	1388924	55	W	contig_27583	0	2895	+
595	chr2	1389024	1400491	57	W	contig_27584	0	11467	+
74	chr2	1400591	1469080	59	W	contig_27585	0	68489	+
596	chr2	1469241	1497047	61	W	contig_27586	0	27806	+
596	chr2	1497147	1508990	63	W	contig_27587	0	11843	+
596	chr2	1509741	1518086	65	W	contig_27588	0	8345	+
74	chr2	1518545	1632958	67	W	contig_27589	0	114413	+
597	chr2	1633366	1644497	69	W	contig_27590	0	11131	+
74	chr2	1644597	1704666	71	W	contig_27591	0	60069	+
74	chr2	1705111	1950758	73	W	contig_27592	0	245647	+
9	chr2	1950858	2314863	75	W	contig_27593	0	364005	+
602	chr2	2315471	2319012	77	W	contig_27594	0	3541	+
602	chr2	2319112	2346447	79	W	contig_27595	0	27335	+
75	chr2	2347883	2395626	81	W	contig_27596	0	47743	+
603	chr2	2396307	2446610	83	W	contig_27597	0	50303	+
75	chr2	2446843	2544006	85	W	contig_27598	0	97163	+
75	chr2	2544385	2742267	87	W	contig_27599	0	197882	+
605	chr2	2743017	2745266	89	W	contig_27600	0	2249	+
75	chr2	2745385	2755128	91	W	contig_27601	0	9743	+
606	chr2	2755381	2806682	93	W	contig_27602	0	51301	+
75	chr2	2808033	2919199	95	W	contig_27603	0	111166	+
607	chr2	2919979	2923379	97	W	contig_27604	0	3400	+
607	chr2	2924034	2940599	99	W	contig_27605	0	16565	+
75	chr2	2941115	3020630	101	W	contig_27606	0	79515	+
608	chr2	3021112	3058539	103	W	contig_27607	0	37427	+
608	chr2	3059029	3070217	105	W	contig_27608	0	11188	+
608	chr2	3070652	3112029	107	W	contig_27609	0	41377	+
608	chr2	3112160	3128405	109	W	contig_27610	0	16245	+
9	chr2	3128505	3174780	111	W	contig_27611	0	46275	+
609	chr2	3174880	3182872	113	W	contig_27612	0	7992	+
609	chr2	3182972	3185080	115	W	contig_27613	0	2108	+
609	chr2	3185180	3215585	117	W	contig_27614	0	30405	+
609	chr2	3216421	3255420	119	W	contig_27615	0	38999	+
76	chr2	3255711	3756513	121	W	contig_27616	0	500802	+
76	chr2	3756681	4142217	123	W	contig_27617	0	385536	+
616	chr2	4142317	4190942	125	W	contig_27618	0	48625	+
9	chr2	4191324	4194811	127	W	contig_27619	0	3487	+
617	chr2	4195059	4241966	129	W	contig_27620	0	46907	+
77	chr2	4242105	4369200	131	W	contig_27621	0	127095	+
618	chr2	4369432	4456189	133	W	contig_27622	0	86757	+
77	chr2	4456289	4490103	135	W	contig_27623	0	33814	+
619	chr2	4491044	4543499	137	W	contig_27624	0	52455	+
619	chr2	4543599	4573395	139	W	contig_27625	0	29796	+
77	chr2	4574814	4634382	141	W	contig_27626	0	59568	+
620	chr2	4634482	4637004	143	W	contig_27627	0	2522	+
620	chr2	4637686	4651019	145	W	contig_27628	0	13333	+
620	chr2	4651626	4699442	147	W	contig_27629	0	47816	+
77	chr2	4700428	4719074	149	W	contig_27630	0	18646	+
621	chr2	4719439	4728591	151	W	contig_27631	0	9152	+
621	chr2	4730204	4785345	153	W	contig_27632	0	55141	+
621	chr2	4786147	4791455	155	W	contig_27633	0	5308	+
621	chr2	4791871	4824028	157	W	contig_27634	0	32157	+
621	chr2	4826019	4848446	159	W	contig_27635	0	22427	+
77	chr2	4849341	4851596	161	W	contig_27636	0	2255	+
622	chr2	4852100	4884591	163	W	contig_27637	0	32491	+
622	chr2	4885640	4901089	165	W	contig_27638	0	15449	+
622	chr2	4901814	4921502	167	W	contig_27639	0	19688	+
77	chr2	4921640	4986205	169	W	contig_27640	0	64565	+
623	chr2	4987434	5003800	171	W	contig_27641	0	16366	+
623	chr2	5004923	5010415	173	W	contig_27642	0	5492	+
623	chr2	5010534	5017261	175	W	contig_27643	0	6727	+
623	chr2	5017454	5043440	177	W	contig_27644	0	25986	+
623	chr2	5043967	5047082	179	W	contig_27645	0	3115	+
623	chr2	5047920	5064823	181	W	contig_27646	0	16903	+
623	chr2	5065587	5067558	183	W	contig_27647	0	1971	+
623	chr2	5067658	5076190	185	W	contig_27648	0	8532	+
623	chr2	5076524	5084332	187	W	contig_27649	0	7808	+
623	chr2	5085207	5086914	189	W	contig_27650	0	1707	+
623	chr2	5087756	5094329	191	W	contig_27651	0	6573	+
623	chr2	5094518	5102821	193	W	contig_27652	0	8303	+
77	chr2	5103327	5113475	195	W	contig_27653	0	10148	+
624	chr2	5113745	5117879	197	W	contig_27654	0	4134	+
624	chr2	5118099	5120094	199	W	contig_27655	0	1995	+
9	chr2	5121766	5370394	201	W	contig_27656	0	248628	+
78	chr2	5370666	5451457	203	W	contig_27657	0	80791	+
78	chr2	5451999	5510381	205	W	contig_27658	0	58382	+
627	chr2	5511615	5535267	207	W	contig_27659	0	23652	+
78	chr2	5535589	5707197	209	W	contig_27660	0	171608	+
78	chr2	5708264	5789150	211	W	contig_27661	0	80886	+
629	chr2	5789250	5796321	213	W	contig_27662	0	7071	+
78	chr2	5796552	5920636	215	W	contig_27663	0	124084	+
630	chr2	5920857	5923894	217	W	contig_27664	0	3037	+
630	chr2	5924315	5938034	219	W	contig_27665	0	13719	+
630	chr2	5938495	5962289	221	W	contig_27666	0	23794	+
630	chr2	5962731	5982629	223	W	contig_27667	0	19898	+
630	chr2	5983140	5986778	225	W	contig_27668	0	3638	+
630	chr2	5987439	5989792	227	W	contig_27669	0	2353	+
630	chr2	5989892	5991265	229	W	contig_27670	0	1373	+
630	chr2	5992151	5993121	231	W	contig_27671	0	970	+
630	chr2	5995128	5996464	233	W	contig_27672	0	1336	+
630	chr2	5998597	6001353	235	W	contig_27673	0	2756	+
78	chr2	6001715	6032333	237	W	contig_27674	0	30618	+
631	chr2	6032714	6063505	239	W	contig_27675	0	30791	+
78	chr2	6064328	6195459	241	W	contig_27676	0	131131	+
632	chr2	6195879	6214792	243	W	contig_27677	0	18913	+
9	chr2	6214948	6313330	245	W	contig_27678	0	98382	+
633	chr2	6313821	6321996	247	W	contig_27679	0	8175	+
633	chr2	6322192	6323784	249	W	contig_27680	0	1592	+
633	chr2	6323922	6400858	251	W	contig_27681	0	76936	+
633	chr2	6400958	6406869	253	W	contig_27682	0	5911	+
633	chr2	6407071	6408553	255	W	contig_27683	0	1482	+
79	chr2	6408731	6439435	257	W	contig_27684	0	30704	+
634	chr2	6439602	6448904	259	W	contig_27685	0	9302	+
634	chr2	6449073	6467972	261	W	contig_27686	0	18899	+
634	chr2	6468399	6471924	263	W	contig_27687	0	3525	+
634	chr2	6472393	6531320	265	W	contig_27688	0	58927	+
634	chr2	6531420	6544751	267	W	contig_27689	0	13331	+
79	chr2	6544912	6564237	269	W	contig_27690	0	19325	+
635	chr2	6564639	6573014	271	W	contig_27691	0	8375	+
635	chr2	6573114	6584299	273	W	contig_27692	0	11185	+
635	chr2	6584399	6586791	275	W	contig_27693	0	2392	+
635	chr2	6586891	6639112	277	W	contig_27694	0	52221	+
635	chr2	6639268	6662613	279	W	contig_27695	0	23345	+
635	chr2	6663096	6666554	281	W	contig_27696	0	3458	+
79	chr2	6666804	6714363	283	W	contig_27697	0	47559	+
636	chr2	6714468	6717650	285	W	contig_27698	0	3182	+
636	chr2	6717840	6765854	287	W	contig_27699	0	48014	+
636	chr2	6766275	6805404	289	W	contig_27700	0	39129	+
79	chr2	6806009	6935017	291	W	contig_27701	0	129008	+
79	chr2	6935154	6984029	293	W	contig_27702	0	48875	+
79	chr2	6984772	7104335	295	W	contig_27703	0	119563	+
639	chr2	7104448	7166699	297	W	contig_27704	0	62251	+
639	chr2	7166808	7178640	299	W	contig_27705	0	11832	+
639	chr2	7179145	7181973	301	W	contig_27706	0	2828	+
639	chr2	7182443	7186328	303	W	contig_27707	0	3885	+
639	chr2	7194916	7197501	305	W	contig_27708	0	2585	+
79	chr2	7197822	7243134	307	W	contig_27709	0	45312	+
640	chr2	7243357	7269924	309	W	contig_27710	0	26567	+
640	chr2	7270165	7298331	311	W	contig_27711	0	28166	+
640	chr2	7298507	7301720	313	W	contig_27712	0	3213	+
9	chr2	7303024	7526104	315	W	contig_27713	0	223080	+
642	chr2	7526204	7549782	317	W	contig_27714	0	23578	+
80	chr2	7549908	7645622	319	W	contig_27715	0	95714	+
643	chr2	7645722	7671413	321	W	contig_27716	0	25691	+
643	chr2	7671629	7699533	323	W	contig_27717	0	27904	+
643	chr2	7700148	7714719	325	W	contig_27718	0	14571	+
643	chr2	7714953	7726866	327	W	contig_27719	0	11913	+
80	chr2	7728028	7746098	329	W	contig_27720	0	18070	+
644	chr2	7746198	7754594	331	W	contig_27721	0	8396	+
644	chr2	7754700	7775118	333	W	contig_27722	0	20418	+
644	chr2	7775223	7823555	335	W	contig_27723	0	48332	+
80	chr2	7823995	7875616	337	W	contig_27724	0	51621	+
645	chr2	7875716	7882169	339	W	contig_27725	0	6453	+
645	chr2	7882968	7885311	341	W	contig_27726	0	2343	+
645	chr2	7885582	7922386	343	W	contig_27727	0	36804	+
645	chr2	7922486	7963230	345	W	contig_27728	0	40744	+
645	chr2	7964161	7985836	347	W	contig_27729	0	21675	+
645	chr2	7986171	7993914	349	W	contig_27730	0	7743	+
80	chr2	7994158	8031432	351	W	contig_27731	0	37274	+
80	chr2	8031532	8158261	353	W	contig_27732	0	126729	+
647	chr2	8158491	8165228	355	W	contig_27733	0	6737	+
647	chr2	8165583	8168127	357	W	contig_27734	0	2544	+
647	chr2	8168227	8187275	359	W	contig_27735	0	19048	+
647	chr2	8187376	8196213	361	W	contig_27736	0	8837	+
